,rank,title,writer,year,citations,url,pdf_url,citations_url,explanation_detail,methodlist,objectlist,achivementlist
207,209.0,41623 人感連動停止制御による照明・空調・換気設備の消費エネルギー削減に関する実証的研究: その 1 学生研究室に適用した場合の浪費電力削減効果の検証 (教育施設 (2) …,"田中英紀， 村上昌史， 寺野真明 - 学術講演梗概集. D-, 環境工学 II, 熱, 湿気 …,  - ci.nii.ac.jp",2008,2.0,https://ci.nii.ac.jp/naid/110007108189/,,"https://scholar.google.co.jp/scholar?cites=7502215204661190958&as_sdt=2005&sciodt=0,5&hl=ja&oe=SJS",,41623 人 感 連動 停止 制御 照明 空調 換気 設備 消費 エネルギー 削減 実証 的 研究 : 1 学生 研究 室,,場合 浪費 電力 削減 効果 検証 ( 教育 施設 ( 2 )
208,210.0,41528 LED 知的照明システム・輻射空調システムを導入した 「低炭素型実証オフィス」 の運用実績: その 1 施設概要および輻射空調システム性能評価 (放射冷暖房システム (1) …,"中村駿介， 佐々木邦治， 小野景子， 三木光範… - 学術講演梗概集. D- …,  - ci.nii.ac.jp",2010,2.0,https://ci.nii.ac.jp/naid/110008111492/,,"https://scholar.google.co.jp/scholar?cites=4170295850402617028&as_sdt=2005&sciodt=0,5&hl=ja&oe=SJS",,,,41528 LED 知的 照明 システム 輻射 空調 システム 導入 炭素 型 実証 オフィス 運用 実績 : 1 施設 概要 輻射 空調 システム 性能 評価 ( 放射 冷暖房 システム ( 1 )
209,211.0,"[引用][C] 展示美術作品の最適視環境と美術館・博物館照明との色彩科学的関係性, 女子美術大学研究紀要, 第 44 号",中島， 渕田 - ,2014,4.0,,,"https://scholar.google.co.jp/scholar?cites=7480246627896860008&as_sdt=2005&sciodt=0,5&hl=ja&oe=SJS",it is pdf or has not url,,,[ 引用 ][ C ] 展示 美術 作品 最適 視 環境 美術館 博物館 照明 色彩 科学 的 関係 性 女子美術大学 研究 紀要 44 号
210,212.0,"[引用][C] J-041 照度・色温度可変型知的照明システムを用いた実執務空間における最適な光環境 (ヒューマンコミュニケーション & インタラクション, 一般論文)","三木光範， 廣安知之， 冨島千歳 - 情報科学技術フォーラム講演論文 …,  - ipsj.ixsq.nii.ac.jp",2008,4.0,https://ipsj.ixsq.nii.ac.jp/ej/?action=pages_view_main&active_action=repository_view_main_item_detail&item_id=148756&item_no=1&page_id=13&block_id=8,,"https://scholar.google.co.jp/scholar?cites=316906650623771735&as_sdt=2005&sciodt=0,5&hl=ja&oe=SJS",it is pdf or has not url,[ 引用 ][ C ] J - 041 照度 色 温度 可 変型 知的 照明 システム,執務 空間,最適 光 環境 ( ヒューマン コミュニケーション & インタラクション 一般 論文 )
211,213.0,"[引用][C] 照明柱疲労評価に関する考察, 阪神高速道路公団, 技報第 22 号",建部実， 高田佳彦 - ,2005,4.0,,,"https://scholar.google.co.jp/scholar?cites=7559135186035055143&as_sdt=2005&sciodt=0,5&hl=ja&oe=SJS",it is pdf or has not url,,,[ 引用 ][ C ] 照明 柱 疲労 評価 考察 阪神 高速 道路 公団 技 報 22 号
212,214.0,気管支喘息として治療をうけた Press-through package の気道異物の 1 例,"西馬照明， 大西尚 - 気管支学,  - jstage.jst.go.jp",2010,2.0,https://www.jstage.jst.go.jp/article/jjsre/32/3/32_KJ00006396591/_article/-char/ja/,,"https://scholar.google.co.jp/scholar?cites=5582289363229660394&as_sdt=2005&sciodt=0,5&hl=ja&oe=SJS",,,,気管支 喘息 治療 Press - through package 気道 異物 1 例
213,215.0,スポーツにおける脳振盪: 第 2 回国際会議の同意声明の要約,"谷諭， 川又達朗， 荻野雅宏， 森照明 - 神経外傷,  - ci.nii.ac.jp",2006,2.0,https://ci.nii.ac.jp/naid/10031136355/,,"https://scholar.google.co.jp/scholar?cites=1373888392450977215&as_sdt=2005&sciodt=0,5&hl=ja&oe=SJS",,,スポーツ,脳 振盪 : 2 回 国際 会議 同意 声明 要約
214,216.0,[引用][C] 女性アスリートの疲労骨折,"松田貴雄， 秦祥彦， 釘宮基泰， 菊池博， 森照明… - 臨床スポーツ医学= The …,  - ci.nii.ac.jp",2010,2.0,https://ci.nii.ac.jp/naid/10027592158/,,"https://scholar.google.co.jp/scholar?cites=11905632525823684816&as_sdt=2005&sciodt=0,5&hl=ja&oe=SJS",it is pdf or has not url,,,[ 引用 ][ C ] 女性 アスリート 疲労 骨折
215,217.0,"[引用][C] スポーツにおける頭部外傷: 頻度, 分類, 特殊性など","…， 荻野雅宏， 成相直， 福田修， 森照明 - 臨床スポーツ医学= The …,  - ci.nii.ac.jp",2008,2.0,https://ci.nii.ac.jp/naid/10026155199/,,"https://scholar.google.co.jp/scholar?cites=12262742668150112849&as_sdt=2005&sciodt=0,5&hl=ja&oe=SJS",it is pdf or has not url,,[ 引用 ][ C ] スポーツ,頭部 外傷 : 頻度 分類 特殊 性
216,218.0," 自動吸引装置の研究開発とその応用―人工呼吸器を装着した患者, 家族の QOL 向上をめざして","…， 島功二， 菊地誠志， 木村格， 近藤清彦， 森照明… - 臨床神経,  - neurology-jp.org",2009,2.0,https://www.neurology-jp.org/Journal/public_pdf/049110877.pdf,,"https://scholar.google.co.jp/scholar?cites=7606226533849175809&as_sdt=2005&sciodt=0,5&hl=ja&oe=SJS",it is pdf or has not url,,,自動 吸引 装置 研究 開発 応用 人工 呼吸 器 装着 患者 家族 QOL 向上
217,219.0,イタリア・トスカーナ州・サトゥルニア天然温泉における豆石の形成,"田崎和江， 田崎史江， 奥野正幸， 竹原照明， 石垣靖人… - 地質学雑誌,  - jstage.jst.go.jp",2016,2.0,https://www.jstage.jst.go.jp/article/geosoc/122/2/122_2015.0038/_article/-char/ja/,,"https://scholar.google.co.jp/scholar?cites=14349920391135698629&as_sdt=2005&sciodt=0,5&hl=ja&oe=SJS",,,イタリア トスカーナ 州 サトゥルニア 天然 温泉,豆 石 形成
218,220.0,ディーゼル車両排出ナノ粒子の生成特性,"久保修一， 中野道王， 近藤照明， 山本正美 - 日本機械学会論文集 B 編,  - jstage.jst.go.jp",2006,2.0,https://www.jstage.jst.go.jp/article/kikaib1979/72/723/72_723_2612/_article/-char/ja/,,"https://scholar.google.co.jp/scholar?cites=1029207022282754115&as_sdt=2005&sciodt=0,5&hl=ja&oe=SJS",,,,ディーゼル 車両 排出 ナノ 粒子 生成 特性
219,221.0,"[引用][C] 他編集: 系統看護学講座 別巻 1 臨床外科看護総論, p390",青木照明 -  - 医学書院,2008,2.0,,,"https://scholar.google.co.jp/scholar?cites=4893918071701978245&as_sdt=2005&sciodt=0,5&hl=ja&oe=SJS",it is pdf or has not url,,,[ 引用 ][ C ] 編集 : 系統 看護 学 講座 別巻 1 臨床 外科 看護 総論 p 390
220,222.0,肺胞洗浄液の RT-PCR 検査により診断しえた重症新型インフルエンザ A (H1N1) 2009 ウイルス肺炎の 1 例,"桂田直子， 大西尚， 山本聡美， 木南佐織， 西馬照明… - 感染症学雑誌,  - jstage.jst.go.jp",2011,2.0,https://www.jstage.jst.go.jp/article/kansenshogakuzasshi/85/2/85_172/_article/-char/ja/,,"https://scholar.google.co.jp/scholar?cites=2069953295210213907&as_sdt=2005&sciodt=0,5&hl=ja&oe=SJS",,,,肺 胞 洗浄液 RT - PCR 検査 診断 重症 新型 インフルエンザ A ( H 1 N 1 ) 2009 ウイルス 肺炎 1 例
221,223.0,[引用][C] 照明基準総則,"日本工業規格 - JIS Z-,  - ci.nii.ac.jp",9110,3.0,https://ci.nii.ac.jp/naid/10030027983/,,"https://scholar.google.co.jp/scholar?cites=10527143170891443227&as_sdt=2005&sciodt=0,5&hl=ja&oe=SJS",it is pdf or has not url,,,[ 引用 ][ C ] 照明 基準 総則
222,224.0,[引用][C] 屋内作業場の照明基準,"日本工業規格 - JIS Z-,  - ci.nii.ac.jp",9125,3.0,https://ci.nii.ac.jp/naid/10030027984/,,"https://scholar.google.co.jp/scholar?cites=14199158465723380826&as_sdt=2005&sciodt=0,5&hl=ja&oe=SJS",it is pdf or has not url,,,[ 引用 ][ C ] 屋内 作業場 照明 基準
223,225.0,[引用][C] 減農薬・無農薬に向けた害虫防除照明 (特集 環境対応技術),"山田真， 内田達清， 倉光修 - 松下電工技報,  - ci.nii.ac.jp",2006,3.0,https://ci.nii.ac.jp/naid/40007243882/,,"https://scholar.google.co.jp/scholar?cites=11300588911532393753&as_sdt=2005&sciodt=0,5&hl=ja&oe=SJS",it is pdf or has not url,,[ 引用 ][ C ] 減 農薬 農薬,害虫 防除 照明 ( 特集 環境 対応 技術 )
224,226.0,[引用][C] オフィスワーカのプロダクティビティを改善するための照明制御法の研究,"冨田和宏 - ヒューマンインタフェースシンポジウム  論文集,  - ci.nii.ac.jp",2005,3.0,https://ci.nii.ac.jp/naid/10020026894/,,"https://scholar.google.co.jp/scholar?cites=9331583218049169262&as_sdt=2005&sciodt=0,5&hl=ja&oe=SJS",it is pdf or has not url,,[ 引用 ][ C ] オフィスワーカ プロダクティビティ 改善,照明 制御 法 研究
225,227.0,トンネル照明,"稲森真 - 照明学会誌= JOURNAL OF THE ILLUMINATING …,  - ci.nii.ac.jp",2007,1.0,https://ci.nii.ac.jp/naid/110006223947/,,"https://scholar.google.co.jp/scholar?cites=14039818031019740224&as_sdt=2005&sciodt=0,5&hl=ja&oe=SJS",,,,トンネル 照明
226,228.0,色モード境界輝度による視環境の明るさ評価,"篠田博之， 山口秀樹 - 照明学会誌,  - ci.nii.ac.jp",2009,3.0,https://ci.nii.ac.jp/naid/110007482891/,,"https://scholar.google.co.jp/scholar?cites=13595394561232887504&as_sdt=2005&sciodt=0,5&hl=ja&oe=SJS",,色 モード 境界 輝度,,環境 さ 評価
227,230.0,"[引用][C] 40133 昼光利用サーカディアン照明の実効性 (昼光 (1), 環境工学 I)","関川智， 大林史明， 吉岡陽介， 寺野真明… - 学術講演梗概集. D-, 環境 …,  - ci.nii.ac.jp",2005,3.0,https://ci.nii.ac.jp/naid/110007068152/,,"https://scholar.google.co.jp/scholar?cites=8172633924920052211&as_sdt=2005&sciodt=0,5&hl=ja&oe=SJS",it is pdf or has not url,,,[ 引用 ][ C ] 40133 昼 光 利用 サーカディアン 照明 実効 性 ( 昼 光 ( 1 環境 工学 I )
228,231.0,[引用][C] ステージ・舞台照明入門,藤井直 -  - リットーミュージック,2006,3.0,,,"https://scholar.google.co.jp/scholar?cites=1110426493716767111&as_sdt=2005&sciodt=0,5&hl=ja&oe=SJS",it is pdf or has not url,,,[ 引用 ][ C ] ステージ 舞台 照明 入門
229,232.0,[引用][C] 3 次元家具データにおける照明の照射方向と形状と質感の相互作用の分析,"武田秀貴 - 第  回日本感性工学会大会予稿集,(Sep. ),  - ci.nii.ac.jp",2008,3.0,https://ci.nii.ac.jp/naid/10025426615/,,"https://scholar.google.co.jp/scholar?cites=13483498894285208217&as_sdt=2005&sciodt=0,5&hl=ja&oe=SJS",it is pdf or has not url,,[ 引用 ][ C ] 3 次元 家具 データ,照明 照射 方向 形状 質感 相互 作用 分析
230,233.0,[引用][C] 知的照明システムを用いた実執務環境における最適な照度,"池田聡， 三木光範， 廣安知之 - 第  回インテリジェント・システム・シンポジウム講演論文 …, ",2006,3.0,,,"https://scholar.google.co.jp/scholar?cites=12653153545651485685&as_sdt=2005&sciodt=0,5&hl=ja&oe=SJS",it is pdf or has not url,[ 引用 ][ C ] 知的 照明 システム,執務 環境,最適 照度
231,234.0,[引用][C] 施設報告 泉の杜・清水緑地の照明設備--ホタル保護灯の納入事例,"岡本孝人， 野々口逸史 - IWASAKI 技報,  - ci.nii.ac.jp",2006,3.0,https://ci.nii.ac.jp/naid/40007345301/,,"https://scholar.google.co.jp/scholar?cites=15731158786707319123&as_sdt=2005&sciodt=0,5&hl=ja&oe=SJS",it is pdf or has not url,,,[ 引用 ][ C ] 施設 報告 泉 杜 清水 緑地 照明 設備 -- ホタル 保護 灯 納入 事例
232,235.0,"[引用][C] 金属平板傷検査のための落射 照明光学系の開発, ビジョン技術の実利用ワークショップ 2012",長嶋千恵， 塚田敏彦 -  - OS-H,2012,3.0,,,"https://scholar.google.co.jp/scholar?cites=17612048408010584521&as_sdt=2005&sciodt=0,5&hl=ja&oe=SJS",it is pdf or has not url,,[ 引用 ][ C ] 金属 平板 傷 検査,落射 照明 光学 系 開発 ビジョン 技術 利用 ワークショップ 2012
233,236.0,[引用][C] 発光材料の基礎と新しい展開—固体照明· ディスプレイ材料—,金光義彦， 岡本信治 -  - オーム社,2008,3.0,,,"https://scholar.google.co.jp/scholar?cites=7187239027693465005&as_sdt=2005&sciodt=0,5&hl=ja&oe=SJS",it is pdf or has not url,,,[ 引用 ][ C ] 発光 材料 基礎 展開 — 固体 照明 · ディスプレイ 材料 —
234,237.0,[引用][C] 世界初全館 LED 照明建屋の構築と現状,錦朋範 -  - LED,2009,3.0,,,"https://scholar.google.co.jp/scholar?cites=3410520941377890617&as_sdt=2005&sciodt=0,5&hl=ja&oe=SJS",it is pdf or has not url,,,[ 引用 ][ C ] 世界 全館 LED 照明 建屋 構築 現状
235,238.0,[引用][C] 次世代照明のための白色 LED 材料,一ノ瀬昇， 中西洋一郎 -  - 日刊工業新聞社,2010,3.0,,,"https://scholar.google.co.jp/scholar?cites=10391779085704987511&as_sdt=2005&sciodt=0,5&hl=ja&oe=SJS",it is pdf or has not url,,[ 引用 ][ C ] 次世代 照明,白色 LED 材料
236,239.0,[引用][C] トンネル照明の視認性評価指標に関する検討,"平川， 唐澤， 舟木， 吉田 - 照学誌, ",2013,3.0,,,"https://scholar.google.co.jp/scholar?cites=10764631218532423465&as_sdt=2005&sciodt=0,5&hl=ja&oe=SJS",it is pdf or has not url,,,[ 引用 ][ C ] トンネル 照明 視認 性 評価 指標 検討
237,240.0,[引用][C] 時間相関イメージセンサと多重極変調リング照明を用いた表面検査 (第 25 回センシングフォーラム資料--センシング技術の新たな展開と融合)--(センサ (2)),"栗原徹， 持田康弘， 木村慧 - センシングフォ-ラム資料,  - ci.nii.ac.jp",2008,3.0,https://ci.nii.ac.jp/naid/40016312032/,,"https://scholar.google.co.jp/scholar?cites=8965195865091465039&as_sdt=2005&sciodt=0,5&hl=ja&oe=SJS",it is pdf or has not url,[ 引用 ][ C ] 時間 相関 イメージセンサ 多重 極 変調 リング 照明,,表面 検査 ( 25 回 センシングフォーラム 資料 -- センシング 技術 新た 展開 融合 )--( センサ ( 2 ))
238,241.0,[引用][C] 売れるお店に変わる照明のアイデアと工夫,中島竜興 -  - 日本実業出版社,2008,3.0,,,"https://scholar.google.co.jp/scholar?cites=74087613966813792&as_sdt=2005&sciodt=0,5&hl=ja&oe=SJS",it is pdf or has not url,,,[ 引用 ][ C ] 店 照明 アイデア 工夫
239,242.0,"[引用][C] 秋ギクにおける害虫防除効果, 蕾径および草丈に及ぼす黄色 LED ランプのパルス照明の影響","石倉聡， 後藤丹十郎， 山下真一， 梶原真二， 平間淳司… - 園芸学研究, ",2012,3.0,,,"https://scholar.google.co.jp/scholar?cites=3226902889989085495&as_sdt=2005&sciodt=0,5&hl=ja&oe=SJS",it is pdf or has not url,,[ 引用 ][ C ] 秋 ギク,害虫 防除 効果 蕾 径 草丈 黄色 LED ランプ パルス 照明 影響
240,243.0,[引用][C] LED 照明下での色彩評価,市原茂 -  - 日本官能評価学会誌,2011,3.0,,,"https://scholar.google.co.jp/scholar?cites=10578724162928517461&as_sdt=2005&sciodt=0,5&hl=ja&oe=SJS",it is pdf or has not url,,,[ 引用 ][ C ] LED 照明 下 色彩 評価
241,244.0,[引用][C] 防犯照明器具の動向 (2): 安全安心まちづくりのための防犯照明 (< 特集> 防犯照明),"茨薫， 松井俊成 - 照明学会誌,  - ci.nii.ac.jp",2005,2.0,https://ci.nii.ac.jp/naid/10013709216/,,"https://scholar.google.co.jp/scholar?cites=3078466409422493251&as_sdt=2005&sciodt=0,5&hl=ja&oe=SJS",it is pdf or has not url,,[ 引用 ][ C ] 防犯 照明 器具 動向 ( 2 ): 安全 安心 まち づくり,防犯 照明 (< 特集 > 防犯 照明 )
242,245.0,照明制御における省エネ手法,"村上善宣 - 照明学会誌,  - ci.nii.ac.jp",2009,1.0,https://ci.nii.ac.jp/naid/110007008363/,,"https://scholar.google.co.jp/scholar?cites=10911564019310921120&as_sdt=2005&sciodt=0,5&hl=ja&oe=SJS",,,照明 制御,省エネ 手法
243,246.0,[引用][C] LED のあかり: 照明ソフトの観点から,"小谷朋子 - 照明学会誌,  - ci.nii.ac.jp",2010,2.0,https://ci.nii.ac.jp/naid/110007619603/,,"https://scholar.google.co.jp/scholar?cites=13840194021505702154&as_sdt=2005&sciodt=0,5&hl=ja&oe=SJS",it is pdf or has not url,,,[ 引用 ][ C ] LED あかり : 照明 ソフト 観点
244,247.0,[引用][C] 防犯照明総論 (< 特集> 防犯照明),"土井正 - 照明学会誌,  - ci.nii.ac.jp",2005,2.0,https://ci.nii.ac.jp/naid/10013709186/,,"https://scholar.google.co.jp/scholar?cites=13982637148753978040&as_sdt=2005&sciodt=0,5&hl=ja&oe=SJS",it is pdf or has not url,,,[ 引用 ][ C ] 防犯 照明 総論 (< 特集 > 防犯 照明 )
245,248.0,近赤外分光法による豚肉脂質評価装置の開発,"大倉力， 朴善姫， 西岡輝美， 入江正和 - 照明学会誌,  - jstage.jst.go.jp",2009,7.0,https://www.jstage.jst.go.jp/article/jieij/93/8A/93_8A_492/_article/-char/ja/,,"https://scholar.google.co.jp/scholar?cites=10802738783130613678&as_sdt=2005&sciodt=0,5&hl=ja&oe=SJS",,赤 外 分光 法,,豚肉 脂質 評価 装置 開発
246,249.0,輝度のばらつきを考慮した空間の明るさ感の予測に関する基礎的研究,"高乗佑， 古賀誉章， 魯斌， 平手小太郎， 水野将明… - 照明学会誌,  - jstage.jst.go.jp",2013,7.0,https://www.jstage.jst.go.jp/article/jieij/97/8A/97_429/_article/-char/ja/,,"https://scholar.google.co.jp/scholar?cites=10740789441155672877&as_sdt=2005&sciodt=0,5&hl=ja&oe=SJS",,,,輝度 ばらつき 考慮 空間 さ 感 予測 基礎 的 研究
247,250.0,生体リズムと光,"大川匡子 - 照明学会誌,  - ci.nii.ac.jp",2009,7.0,https://ci.nii.ac.jp/naid/110007126780/,,"https://scholar.google.co.jp/scholar?cites=3347753155411068682&as_sdt=2005&sciodt=0,5&hl=ja&oe=SJS",,,,生体 リズム 光
248,251.0,[引用][C] LED 照明の今後の動向,"小島彰 - 照明学会誌= JOURNAL OF THE ILLUMINATING …,  - ci.nii.ac.jp",2005,2.0,https://ci.nii.ac.jp/naid/110001800819/,,"https://scholar.google.co.jp/scholar?cites=5393140911159749706&as_sdt=2005&sciodt=0,5&hl=ja&oe=SJS",it is pdf or has not url,,,[ 引用 ][ C ] LED 照明 今後 動向
249,252.0,照明リニューアルの動向,"村上恭子， 星野由佳 - 照明学会誌= JOURNAL OF THE ILLUMINATING …,  - ci.nii.ac.jp",2007,1.0,https://ci.nii.ac.jp/naid/110006152312/,,"https://scholar.google.co.jp/scholar?cites=6328919924845367325&as_sdt=2005&sciodt=0,5&hl=ja&oe=SJS",,,,照明 リニューアル 動向
250,253.0,[引用][C] 世界初全館 LED 照明建屋の光学特性と感性評価に対する考察,"錦朋範， 松倉清志， 脇家慎介， 荻野重人， 仮家真由子… - OPTICS & PHOTONICS …, ",2008,2.0,,,"https://scholar.google.co.jp/scholar?cites=17427792919618082178&as_sdt=2005&sciodt=0,5&hl=ja&oe=SJS",it is pdf or has not url,,[ 引用 ][ C ] 世界 全館 LED 照明 建屋 光学 特性 感性 評価,考察
251,254.0,駅空間の照明デザイン,"富田泰行 - 照明学会誌= JOURNAL OF THE ILLUMINATING …,  - ci.nii.ac.jp",2006,1.0,https://ci.nii.ac.jp/naid/110004704478/,,"https://scholar.google.co.jp/scholar?cites=14203691902589038480&as_sdt=2005&sciodt=0,5&hl=ja&oe=SJS",,,,駅 空間 照明 デザイン
252,255.0,[引用][C] JIS 照度基準の解説 (やさしい照明技術),"原直也 - 照明学会誌,  - ci.nii.ac.jp",2005,2.0,https://ci.nii.ac.jp/naid/10016513731/,,"https://scholar.google.co.jp/scholar?cites=1139674569090494176&as_sdt=2005&sciodt=0,5&hl=ja&oe=SJS",it is pdf or has not url,,,[ 引用 ][ C ] JIS 照度 基準 解説 ( 照明 技術 )
253,256.0,視覚の加齢変化: 基礎と応用,"岡嶋克典 - 照明学会誌,  - ci.nii.ac.jp",2010,4.0,https://ci.nii.ac.jp/naid/110007575140/,,"https://scholar.google.co.jp/scholar?cites=17835958036992391393&as_sdt=2005&sciodt=0,5&hl=ja&oe=SJS",,,,視覚 加 齢 変化 : 基礎 応用
254,257.0,青色防犯灯の導入背景と全国実態調査報告,"須谷修治 - 照明学会誌= JOURNAL OF THE ILLUMINATING …,  - ci.nii.ac.jp",2008,4.0,https://ci.nii.ac.jp/naid/110006894512/,,"https://scholar.google.co.jp/scholar?cites=7170149413219159901&as_sdt=2005&sciodt=0,5&hl=ja&oe=SJS",,,,青色 防犯 灯 導入 背景 全国 実態 調査 報告
255,258.0,家庭におけるテレビの観視条件,"窪田悟， 嶋田淳， 岡田想， 中村芳知… - 映像情報メディア学会 …,  - jstage.jst.go.jp",2006,24.0,https://www.jstage.jst.go.jp/article/itej/60/4/60_4_597/_article/-char/ja/,,"https://scholar.google.co.jp/scholar?cites=5471109893306611692&as_sdt=2005&sciodt=0,5&hl=ja&oe=SJS",,,家庭,テレビ 観 視 条件
256,259.0,[引用][C] Led 照明を採用したタスク・アンビエント照明によるオフィスの改修事例,"古屋誠二郎， 高井啓明 - 学術講演梗概集, ,  - ci.nii.ac.jp",2010,2.0,https://ci.nii.ac.jp/naid/110008111619/,,"https://scholar.google.co.jp/scholar?cites=7545075074334911459&as_sdt=2005&sciodt=0,5&hl=ja&oe=SJS",it is pdf or has not url,[ 引用 ][ C ] Led 照明 採用 タスク・アンビエント 照明,,オフィス 改修 事例
257,260.0,[引用][C] 山形県金山町の街並みづくりの特性に沿った景観照明の提案と実験,"小林茂雄， 上村文也 - 照明学会誌,  - 照明学会",2015,2.0,,,"https://scholar.google.co.jp/scholar?cites=12037504555824450274&as_sdt=2005&sciodt=0,5&hl=ja&oe=SJS",it is pdf or has not url,,,[ 引用 ][ C ] 山形 県 金山 町 街並み づくり 特性 景観 照明 提案 実験
258,261.0,昼光照明の制御技術,"岩田利枝 - 照明学会誌,  - ci.nii.ac.jp",2012,1.0,https://ci.nii.ac.jp/naid/110009496114/,,"https://scholar.google.co.jp/scholar?cites=14842672997752888408&as_sdt=2005&sciodt=0,5&hl=ja&oe=SJS",,,,昼 光 照明 制御 技術
259,262.0,[引用][C] LED 照明の発光原理 (< 特集> LED の可能性と課題),"田口常正 - 日本色彩学会誌,  - ci.nii.ac.jp",2007,2.0,https://ci.nii.ac.jp/naid/110007029341/,,"https://scholar.google.co.jp/scholar?cites=1927533937088256395&as_sdt=2005&sciodt=0,5&hl=ja&oe=SJS",it is pdf or has not url,,,[ 引用 ][ C ] LED 照明 発光 原理 (< 特集 > LED 可能 性 課題 )
260,263.0,[引用][C] 照明における省エネルギー施策の課題,"若林雅代， 杉山大志 - 電力中央研究所報告 Y 研究報告,  - ci.nii.ac.jp",2008,2.0,https://ci.nii.ac.jp/naid/40016815883/,,"https://scholar.google.co.jp/scholar?cites=2204174205280716964&as_sdt=2005&sciodt=0,5&hl=ja&oe=SJS",it is pdf or has not url,,[ 引用 ][ C ] 照明,省エネルギー 施策 課題
261,264.0,LED 照明とブルーライト,"竹下秀 - 電気設備学会誌,  - jstage.jst.go.jp",2015,1.0,https://www.jstage.jst.go.jp/article/ieiej/35/1/35_31/_article/-char/ja/,,"https://scholar.google.co.jp/scholar?cites=10662940188875345431&as_sdt=2005&sciodt=0,5&hl=ja&oe=SJS",,,,LED 照明 ブルー ライト
262,265.0,防犯照明知識の地域住民への啓発,"土井正 - 照明学会誌= JOURNAL OF THE ILLUMINATING …,  - ci.nii.ac.jp",2006,1.0,https://ci.nii.ac.jp/naid/110004758460/,,"https://scholar.google.co.jp/scholar?cites=6359000008477175705&as_sdt=2005&sciodt=0,5&hl=ja&oe=SJS",,,,防犯 照明 知識 地域 住民 啓発
263,266.0,生体リズムを考慮した照明制御,"西村唯史 - 電気設備学会誌,  - jstage.jst.go.jp",2013,1.0,https://www.jstage.jst.go.jp/article/ieiej/33/1/33_34/_article/-char/ja/,,"https://scholar.google.co.jp/scholar?cites=15043863786356912387&as_sdt=2005&sciodt=0,5&hl=ja&oe=SJS",,,,生体 リズム 考慮 照明 制御
264,267.0,ウェーブレットを用いた輝度画像と明るさ画像の双方向変換,"中村芳樹 - 照明学会誌,  - jstage.jst.go.jp",2006,23.0,https://www.jstage.jst.go.jp/article/jieij/90/2/90_2_97/_article/-char/ja/,,"https://scholar.google.co.jp/scholar?cites=11889066695439105349&as_sdt=2005&sciodt=0,5&hl=ja&oe=SJS",,ウェーブレット,,輝度 画像 さ 画像 双方向 変換
265,268.0,特集号についての序論: 照明デザイン用語,"竹内義雄 - 照明学会誌= JOURNAL OF THE ILLUMINATING …,  - ci.nii.ac.jp",2007,1.0,https://ci.nii.ac.jp/naid/110006314152/,,"https://scholar.google.co.jp/scholar?cites=14344949709587394255&as_sdt=2005&sciodt=0,5&hl=ja&oe=SJS",,,,特集 号 序論 : 照明 デザイン 用語
266,269.0,防虫効果を備えた LED 照明,"椎崎良輔， 近藤絹実， 上原信知… - [全国大会] 平成  年電気 …,  - ieej.ixsq.nii.ac.jp",2008,1.0,https://ieej.ixsq.nii.ac.jp/ej/?active_action=repository_view_main_item_detail&item_id=26795&item_no=1&page_id=13&block_id=18,,"https://scholar.google.co.jp/scholar?cites=15481052673156071194&as_sdt=2005&sciodt=0,5&hl=ja&oe=SJS",,,,防虫 効果 LED 照明
267,270.0,LED 照明の調光技術と課題,"大武寛和 - 電気設備学会誌,  - jstage.jst.go.jp",2012,1.0,https://www.jstage.jst.go.jp/article/ieiej/32/1/32_23/_article/-char/ja/,,"https://scholar.google.co.jp/scholar?cites=3220528048656938465&as_sdt=2005&sciodt=0,5&hl=ja&oe=SJS",,,,LED 照明 調 光 技術 課題
268,271.0,トンネル照明設備の保守率設定,"平川恵士， 戸枝邦夫， 菅原剛， 坂本正悦 - 照明学会誌,  - jstage.jst.go.jp",2012,1.0,https://www.jstage.jst.go.jp/article/jieij/96/2/96_2_69/_article/-char/ja/,,"https://scholar.google.co.jp/scholar?cites=14999679453423613146&as_sdt=2005&sciodt=0,5&hl=ja&oe=SJS",,,,トンネル 照明 設備 保守 率 設定
269,272.0,知的照明システムにおける光度・色温度連動型照明の効果,"三木光範， 本谷陽， 長野正嗣 - 人工知能学会全国大会論文集  …,  - jstage.jst.go.jp",2013,1.0,https://www.jstage.jst.go.jp/article/pjsai/JSAI2013/0/JSAI2013_1D33/_article/-char/ja/,,"https://scholar.google.co.jp/scholar?cites=14406364284712158064&as_sdt=2005&sciodt=0,5&hl=ja&oe=SJS",,,知的 照明 システム,光度 色 温度 連動 型 照明 効果
270,273.0,[引用][C] 店舗照明における最適照明条件に関する研究,"清水慶 -  年日本感性工学会大会,  - ci.nii.ac.jp",2006,2.0,https://ci.nii.ac.jp/naid/10030523687/,,"https://scholar.google.co.jp/scholar?cites=12327232826039830167&as_sdt=2005&sciodt=0,5&hl=ja&oe=SJS",it is pdf or has not url,,[ 引用 ][ C ] 店舗 照明,最適 照明 条件 研究
